ts,trade_id,symbol,RangeA_ATR,BodyA_ATR,RangeB_ATR,BodyB_ATR,WickB_Ratio,SumOppBody5_ATR,RangeExpansion,TimeoutProgress,TouchNextBarFVG,is_extremum_forecast,rr_ext,has_open_fvg_in_range,DistanceToExt_ATR,SumOpp_from_Ext_ATR,SumOpp_from_Ext_N_ATR,SumOpp_from_Ext_over_Dist,fc_beyond_bar,fc_count_upto_bar,ATR_regime_ratio,Session_Asian,Session_London,Session_NY,is_London_open,is_NY_open,open_order_ticket,is_profitable,profit
2018.08.21 17:00:00,178,EURUSD.TDS,1.379919,0.700257,1.405664,0.993748,0.043956,2.528135,1.633752,0.666667,1,1,0.601911,0,0.907096,2.867966,0.477994,0.00614,1,3,1.368796,0,0,1,0,1,,1,601.02
2018.08.23 12:00:00,180,EURUSD.TDS,1.216266,0.284658,1.145102,0.26525,0.711864,2.141405,1.130629,0.333333,1,1,1.954128,0,1.52454,0.983364,0.327788,0.000997,1,2,0.916709,0,1,0,1,0,,0,-999.53
2018.11.08 11:00:00,186,EURUSD.TDS,2.047365,0.099467,1.533452,0.447602,0.2,1.060983,1.363301,0.0,0,1,1.209459,0,1.537423,0.099467,0.099467,7.8e-05,1,1,0.753761,0,1,0,1,0,,1,1210.04
2018.12.05 17:00:00,188,EURUSD.TDS,0.749568,0.01612,2.933794,2.635579,0.016484,2.023028,3.413033,0.333333,0,1,0.162304,0,0.43662,2.949914,0.491652,0.008383,1,2,0.953345,0,0,1,0,1,,1,162.44
2019.02.14 11:00:00,190,EURUSD.TDS,2.459316,0.926236,4.279848,2.821293,0.243781,3.68365,3.396705,0.333333,1,1,0.303977,0,0.908981,3.68365,0.73673,0.003806,0,1,1.17389,0,1,0,1,0,,0,-999.68
2019.04.29 16:00:00,194,EURUSD.TDS,1.136415,0.26832,2.54115,0.678692,0.360248,2.462232,2.188987,0.333333,1,1,1.147059,0,1.609037,2.209696,0.736565,0.00087,1,1,0.679595,0,1,1,0,1,,1,1146.6
2019.06.06 17:00:00,196,EURUSD.TDS,3.437624,1.510891,3.590099,2.183168,0.200772,4.421782,4.142343,0.666667,0,1,0.985321,0,3.002396,3.569307,1.784653,0.001715,1,1,1.447918,0,0,1,0,1,,0,-994.03
2019.08.15 11:00:00,204,EURUSD.TDS,1.732809,0.013752,1.56778,0.041257,0.666667,1.829077,1.089345,0.333333,0,1,3.346154,0,2.337812,2.833006,0.404715,0.000881,1,2,0.682303,0,1,0,1,0,,0,-999.96
2019.09.10 16:00:00,206,EURUSD.TDS,1.176471,0.313725,1.045752,0.457516,0.4375,2.784314,1.096642,1.0,0,1,3.671053,0,3.518919,5.30719,0.408245,0.001154,1,3,0.794423,0,1,1,0,1,,0,-1000.16
2019.10.24 16:00:00,208,EURUSD.TDS,1.170608,0.875,3.949324,3.334459,0.131737,3.263514,4.246662,0.666667,0,1,0.44898,0,1.240268,3.0625,0.765625,0.002088,1,1,1.192572,0,1,1,0,1,,0,-999.6
2019.11.08 12:00:00,210,EURUSD.TDS,1.875441,0.279671,2.237368,1.924794,0.036765,2.632197,1.602829,0.666667,0,1,0.134503,0,0.357381,4.26087,0.532609,0.007247,0,1,0.749871,0,1,0,1,0,,1,134.55
2019.11.12 12:00:00,212,EURUSD.TDS,2.101983,0.753541,2.399433,1.626062,0.272727,3.410765,2.289499,0.333333,0,1,0.753623,0,1.893368,5.750708,0.479226,0.001532,1,3,0.748484,0,1,0,1,0,,0,-1000.5
2019.12.13 11:00:00,216,EURUSD.TDS,0.287592,0.086278,0.926048,0.672966,0.229814,1.857847,0.918688,0.0,1,1,1.524138,0,1.24307,1.857847,0.371569,0.002598,0,1,2.012728,0,1,0,1,0,,0,-1000.5
2019.12.30 16:00:00,220,EURUSD.TDS,0.828225,0.189594,1.357092,0.518888,0.022059,1.925873,1.394872,0.666667,1,1,1.203008,0,1.532148,2.434783,0.405797,0.001593,0,2,1.500149,0,1,1,0,1,,1,1203.2
2020.02.06 11:00:00,222,EURUSD.TDS,1.744479,0.55205,4.394322,1.611987,0.080402,2.119874,3.19166,0.0,0,1,0.098361,0,0.318182,2.84858,0.356073,0.004054,1,1,0.719823,0,1,0,1,0,,1,98.28
2020.02.25 16:00:00,226,EURUSD.TDS,0.843497,0.061719,1.429831,0.473181,0.633094,3.836885,1.291822,0.333333,0,1,2.853211,0,3.015235,7.324026,0.610336,0.002361,1,2,0.924681,0,1,1,0,1,,1,2851.87
